,score,tweet
1552,1.0,"chilling out HAPPYSMILEY2
"
1553,1.0,"working HAPPYSMILEY1
"
1554,1.0,"Thinking about my new house and how AWESOME it is! HAPPYSMILEY1
"
1555,1.0,"winding down for the weekend HAPPYSMILEY2
"
1556,1.0,"worrying about my future. HAPPYSMILEY1)
"
1557,1.0,"hello HAPPYSMILEY1
"
1558,1.0,"Working out how the hell this twitter thing works HAPPYSMILEY2
"
1559,1.0,"in on a friday night.. and guess what???? still doing the essay, i am getting somewhere now though! HAPPYSMILEY1
"
1560,1.0,"Sitting at home with the BF. HAPPYSMILEY1
"
1561,1.0,"weeeeeeeeeeeeeeeeeeeeeeeeeee. HAPPYSMILEY1
"
1562,1.0,"Всем доброго утра! HAPPYSMILEY1
"
1563,1.0,"Getting ready to be walked by my dog, before sitting back down to this little computer! Fresh air, finally! HAPPYSMILEY1
"
1564,1.0,"Хэппи бёсдэй ту ми HAPPYSMILEY2
"
1565,1.0,"Hi all HAPPYSMILEY1
"
1566,1.0,"Finished the FP7 bid - have a look at:  http://tinyurl.com/ahrb3 Now back to a normal life [HAPPYSMILEY2
"
1567,1.0,"Thinking bout what to do to night HAPPYSMILEY1
"
1568,1.0,"Feriadão HAPPYSMILEY1
"
1569,1.0,"a lot of testing going on right now HAPPYSMILEY1
"
1570,1.0,"a lot of testing going on right now HAPPYSMILEY1
"
1571,1.0,"Chilling out for the first time since last August Alone HAPPYSMILEY1
"
1572,1.0,"Drunk..kinda HAPPYSMILEY1
"
1573,1.0,"Working on my next layout HAPPYSMILEY1
"
1574,1.0,"is in the sun HAPPYSMILEY1
"
1575,1.0,"Always busy HAPPYSMILEY2
"
1576,1.0,"sunburnt--and happy about it.  HAPPYSMILEY1
"
1577,1.0,"Ta-dahh! HAPPYSMILEY1
"
1578,1.0,"sleeping HAPPYSMILEY1
"
1579,1.0,"i'm going to sleep HAPPYSMILEY1
"
1580,1.0,"Work sucks.. One more hour HAPPYSMILEY1 -Cory
"
1581,1.0,"er Russ HAPPYSMILEY1
"
1582,1.0,"Starting the new job today.  I am very excited about it.  HAPPYSMILEY1
"
1583,1.0,"Привет, Андрей! HAPPYSMILEY1
"
1584,1.0,"Learning to use Twitter HAPPYSMILEY2
"
1585,1.0,"Hey-I'm learning about twitter HAPPYSMILEY1
"
1586,1.0,"Trying to figure out what is this HAPPYSMILEY1
"
1587,1.0,"Waiting for my hubby to come home and eat dinner with us... HAPPYSMILEY1
"
1588,1.0,"I keep hearing about Twitter...so here I am. Thanks for the invite, Kelly. HAPPYSMILEY2
"
1589,1.0,"i am so totally not getting what I should be doing here.....help HAPPYSMILEY1
"
1590,1.0,"Getting ready for the school year to end ~ help!  HAPPYSMILEY1
"
1591,1.0,"im in love. HAPPYSMILEY1  I Love u, my baby.  I know u'll always stand by my side.  I know u'll always be there for me.  ^^  Thank you, my love.
"
1592,1.0,"correct HAPPYSMILEY1
"
1593,1.0,"Taking a break from work with a pint in the sunshine HAPPYSMILEY1
"
1594,1.0,"Out walking on the army range and its a sunny day for a change HAPPYSMILEY2
"
1595,1.0,"8o8c isn't a RG45 HAPPYSMILEY1
"
1596,1.0,"Hello HAPPYSMILEY1
"
1597,1.0,"woohoo!!  i'm on twitter now HAPPYSMILEY2
"
1598,1.0,"I'm in a meeting. Otherwise I'd twitter on over HAPPYSMILEY1
"
1599,1.0,"...that last batch from the library....this is a normal week HAPPYSMILEY1
"
1600,1.0,"I am selling my house. Do you know anybody interested? HAPPYSMILEY2
"
1601,1.0,"I am Saying Hello to Sarahk27!!!!!!! HAPPYSMILEY1 and now i'm going to sleep.
"
1602,1.0,"未發挖到twitter好好玩之處... 唔... keep trying trying HAPPYSMILEY1
"
1603,1.0,"Happy Hump Day!!! HAPPYSMILEY2
"
1604,1.0,"Блин! Не суйте пальцы в тормозные диски после остановки ТС! Проверено HAPPYSMILEY1
"
1605,1.0,"Morning all HAPPYSMILEY2
"
1606,1.0,"Scratching my head trying to understand what twitter is all about?! HAPPYSMILEY1
"
1607,1.0,"starting with Twitter HAPPYSMILEY1
"
1608,1.0,"unfortunately - i'm working. cant wait to get out! HAPPYSMILEY1
"
1609,1.0,"a phone with a reasonable keyboard! HAPPYSMILEY1
"
1610,1.0,"Is sleeping HAPPYSMILEY1
"
1611,1.0,"Завтра последний день работы. Готовлю дела к сдаче. Послезавтра буду в Москве, а еще через день - в Дахабе. Жизнь - это круто HAPPYSMILEY1
"
1612,1.0,"Just leaving school for lunch, so hungry HAPPYSMILEY1 tech after lunch which is better than the study HAPPYSMILEY1
"
1613,1.0,"I still don't really get it. HAPPYSMILEY1
"
1614,1.0,"@shit_messiah зачем же злорадствовать? HAPPYSMILEY1
"
1615,1.0,"HAPPYSMILEY1
"
1616,1.0,"just created my account and am looking around now HAPPYSMILEY2 wondering what all the buzz is about ;-)
"
1617,1.0,"hi! good to hear from u. enjoy your day! HAPPYSMILEY1
"
1618,1.0,"relishing in the fact that a draft is done, graduation is 22 days away, and life is great!!! HAPPYSMILEY1
"
1619,1.0,"trying to figure out what to do today HAPPYSMILEY1
"
1620,1.0,"My tech specialist was gracious enough to allow me to install Twhirl on my teacher station...what a guy!! Now if he would only play WoW HAPPYSMILEY1
"
1621,1.0,"I'm at work but clearly not doing any work. HAPPYSMILEY1
"
1622,1.0,"Enjoying my new graphics tablet (an volito2 - bit old but works HAPPYSMILEY1 )
"
1623,1.0,"wondering why i have this account when i don't even use it HAPPYSMILEY1
"
1624,1.0,"Learning about search engine optimization, while thinking about my next pool game HAPPYSMILEY3
"
1625,1.0,"Hi thar HAPPYSMILEY1
"
1626,1.0,"settling down in the seat and starting to work HAPPYSMILEY1
"
1627,1.0,"Break a leg HAPPYSMILEY2
"
1628,1.0,"waiting for the day to be over so i can go have some fun tonite HAPPYSMILEY1
"
1629,1.0,"few more days and i'm done with the redesigning of this blog.  it would have a new look and new theme.  i hope i could beef this up. HAPPYSMILEY1
"
1630,1.0,"last day of classes...no more 'classes' from now-on... now looking forward to the unCLASSified life HAPPYSMILEY1
"
1631,1.0,"Oh nice!  Cute idea HAPPYSMILEY1  So are you thinking about happy hour?
"
1632,1.0,"Downtown working.... HAPPYSMILEY1
"
1633,1.0,"it's a gorgeous Spring day, and I am stuck at my desk. devil on my shoulder urging me to play hookie and head to the park HAPPYSMILEY2
"
1634,1.0,"starting twittering HAPPYSMILEY1
"
1635,1.0,"Well, the long week is over. Most of the next one I will hopefully spend on Tenerife! Cool! HAPPYSMILEY1
"
1636,1.0,"enjoying this beautiful day HAPPYSMILEY1
"
1637,1.0,"Wow, that WAS a good one. HAPPYSMILEY1
"
1638,1.0,"finally twittering... geez, i'm SO behind HAPPYSMILEY1
"
1639,1.0,"is lost in Lost HAPPYSMILEY1
"
1640,1.0,"Just chilling watching an episode of House HAPPYSMILEY1
"
1641,1.0,"counting down the days until May 17, 2008.  HAPPYSMILEY1
"
1642,1.0,"finally! The weekend is here! HAPPYSMILEY1
"
1643,1.0,"Waiting to chat with a hot guy HAPPYSMILEY1 Come see me if you wanna get freaky www.meetlocalsingles.cc
"
1644,1.0,"fireball is sleeping. thanks for trying us out. we'll be back in a week or two w/ a few new tricks up our sleeves. HAPPYSMILEY1
"
1645,1.0,"I am doing nothing, thus but if you realy want to know what I am actually doing, then feel free and ask me HAPPYSMILEY1
"
1646,1.0,"I'm going to the party! HAPPYSMILEY1
"
1647,1.0,"After one hell of a time i have finally all things in order. Job, graduation, free time, and a big future vision HAPPYSMILEY1
"
1648,1.0,"eating milk tray HAPPYSMILEY1
"
1649,1.0,"Had a great day out in town HAPPYSMILEY2
"
1650,1.0,"Back to work HAPPYSMILEY1
"
1651,1.0,"HAPPYSMILEY1
"
1652,1.0,"Test HAPPYSMILEY1
"
1653,1.0,"is stuffed! what a good lunch HAPPYSMILEY1
"
1654,1.0,"It works HAPPYSMILEY1
"
1655,1.0,"Just trying this out! HAPPYSMILEY2
"
1656,1.0,"eating subway HAPPYSMILEY1
"
1657,1.0,"flirting. HAPPYSMILEY1
"
1658,1.0,"I would agree with you last comment HAPPYSMILEY1
"
1659,1.0,"سلام . اومدم ببینم چه خبره HAPPYSMILEY1
"
1660,1.0,"To game ... or not to game ... no gf = happy justin HAPPYSMILEY1  cheesecake factory today ... be jealous .... be VERY jealous
"
1661,1.0,"Schööönes Wetter! HAPPYSMILEY2
"
1662,1.0,"check it out at Viciousstudios.blogspot.com if you want to see what i'm on about HAPPYSMILEY1
"
1663,1.0,"right now I'm on break at my Sunday job HAPPYSMILEY2
"
1664,1.0,"watching Courage the Cowardly Dog... Relaxing.. HAPPYSMILEY1
"
1665,1.0,"Good evening... I'm joining twitter HAPPYSMILEY2
"
1666,1.0,"Eating pizza HAPPYSMILEY2
"
1667,1.0,"ok. week from hell is over. now i get to relax. with some help HAPPYSMILEY1
"
1668,1.0,"Morning's over and it's time to concentrate on some other things. Like a nice bit of code work HAPPYSMILEY1
"
1669,1.0,"Generating twitter traffic. HAPPYSMILEY1
"
1670,1.0,"waiting HAPPYSMILEY2
"
1671,1.0,"so take a break already HAPPYSMILEY1
"
1672,1.0,"eating... HAPPYSMILEY2
"
1673,1.0,"What a fun week we had!  Now back at work. HAPPYSMILEY1
"
1674,1.0,"working HAPPYSMILEY1
"
1675,1.0,"Hey Trace! I'm on Twitter -let's see how good i'll be using it! HAPPYSMILEY2 How can I get it on the computer's desk?
"
1676,1.0,"Hi Teri!  Getting ready for a crazy week at work...we have a huge launch on 5/1.  Hope you got your coffee fix HAPPYSMILEY1
"
1677,1.0,"Went to meeting for incorporation last week...blah...blah... Back to work and looking forward to the weekend all ready! HAPPYSMILEY1
"
1678,1.0,"listening to some kate nash HAPPYSMILEY1
"
1679,1.0,"review went well -- I still have a job HAPPYSMILEY2
"
1680,1.0,"Back from Miami and back to work....tanner and happier HAPPYSMILEY1
"
1681,1.0,"gotta run to the Y  HAPPYSMILEY2
"
1682,1.0,"Waiting for Abel to get home and he just did! HAPPYSMILEY1
"
1683,1.0,"Mark's going to have his sculpture in a show in Hilo. The opening's this Friday HAPPYSMILEY2
"
1684,1.0,"Enjoying the great State of Montana and striving to have a good year this year HAPPYSMILEY1
"
1685,1.0,"is this science fiction ? HAPPYSMILEY1
"
1686,1.0,"""that should be 'But"""" not """"Put"""" can't rely on spell checkers for everything. HAPPYSMILEY1""
"
1687,1.0,"riding my motorcycle HAPPYSMILEY2
"
1688,1.0,"At work...almost finished with my project! HAPPYSMILEY1
"
1689,1.0,"HAPPYSMILEY1
"
1690,1.0,"At school and am on facebook.  I have nothing else to do HAPPYSMILEY1
"
1691,1.0,"getting ready for work HAPPYSMILEY1
"
1692,1.0,"Is Being Creative! HAPPYSMILEY1)
"
1693,1.0,"Thanks HAPPYSMILEY1
"
1694,1.0,"...when I can tell @1passwd to stop talking about all his awards and look at mine! That should shut him up HAPPYSMILEY1 Brotherly love...
"
1695,1.0,"Loving this warm weather wishing I was at the beach!! HAPPYSMILEY1
"
1696,1.0,"""back to my home """"sweet"""" home HAPPYSMILEY1""
"
1697,1.0,"just at the studio, with cold can of stella HAPPYSMILEY1
"
1698,1.0,"Finally leaving the office HAPPYSMILEY1
"
1699,1.0,"About to go sleep..but looking forward to payday 2morrow HAPPYSMILEY1
"
1700,1.0,"@pistachio thanks for coming to talk to us yesterday. your talk was really interesting HAPPYSMILEY1 -sammy
"
1701,1.0,"I am working hard at school HAPPYSMILEY1
"
1702,1.0,"going to bed soon HAPPYSMILEY2
"
1703,1.0,"Life is good and I've finally dug out.  What did I miss while I was buried at work for the past six or seven weeks?  Update me.  HAPPYSMILEY1
"
1704,1.0,"Another day at work, b4 2 days off due to holidays. Yum. Got a new weber bbq yesterday - bring it on HAPPYSMILEY2
"
1705,1.0,"""oops- about to """"vacuum""""! HAPPYSMILEY1""
"
1706,1.0,"I am 'working' HAPPYSMILEY1
"
1707,1.0,"Payday!!  HAPPYSMILEY2
"
1708,1.0,"HAPPYSMILEY1
"
1709,1.0,"i am exploring twitter.....seems cool HAPPYSMILEY2
"
1710,1.0,"setting up my Twitter account HAPPYSMILEY1
"
1711,1.0,"working, working and working some more.  I need to find a life outside of work and softball HAPPYSMILEY1
"
1712,1.0,"Talking to a boring candidate HAPPYSMILEY1
"
1713,1.0,"Okay.  I'm a fellow twit now.  Are ya happy?  HAPPYSMILEY2
"
1714,1.0,"Hi Sheri.  It's Natalie.  I'm not sure I'm doing this right.  Were you not well or did you get hurt?  Love ya!  Talk to you soon. HAPPYSMILEY1
"
1715,1.0,"Buzz...i just wish HAPPYSMILEY2
"
1716,1.0,"summer feeling!!!!!!!!!!!!!!!!!!!!! HAPPYSMILEY1
"
1717,1.0,"enjoying today... going to do almost nothing... just being HAPPYSMILEY3
"
1718,1.0,"HAPPYSMILEY1
"
1719,1.0,"@rainlee910 hi. To nice to be working HAPPYSMILEY1
"
1720,1.0,"And the weather report is looking good for Saturday!! HAPPYSMILEY1
"
1721,1.0,"Working, learning to play my instruments, getting ready for college in the fall, and loving my husband and family. HAPPYSMILEY1
"
1722,1.0,"Watching Without A Trace with my beautiful wife HAPPYSMILEY1
"
1723,1.0,"Is in florida HAPPYSMILEY1
"
1724,1.0,"Nada. HAPPYSMILEY1
"
1725,1.0,"Tea + chocolate HAPPYSMILEY3
"
1726,1.0,"HAPPYSMILEY1
"
1727,1.0,"trying to understand the polar movement model in the system state estimation for kalman filtering ... but in fact already sleeping HAPPYSMILEY1
"
1728,1.0,"getting ready to head in to my last class, finally! HAPPYSMILEY1
"
1729,1.0,"happy again, I think HAPPYSMILEY1
"
1730,1.0,"@thelazygirl Sick, huh?  How bad?  I'm taking a mental health day tomorrow.  Want to see a movie? HAPPYSMILEY1
"
1731,1.0,"On Sunday I'm posting up a surprise experiment. Keep your eye on it and subscribe! HAPPYSMILEY1
"
1732,1.0,"จะเริ่มเล่นล่ะนะ! HAPPYSMILEY1)
"
1733,1.0,"just trying out twitterforiphone.com, very cool! HAPPYSMILEY1
"
1734,1.0,"Fiddling with my new site, www.the-linx.com. Give it a try for me. A 'design' is coming soon. HAPPYSMILEY2
"
1735,1.0,"I'm in english class HAPPYSMILEY1
"
1736,1.0,"working as usual HAPPYSMILEY2
"
1737,1.0,"I am trying to understand what twitter is all about ? HAPPYSMILEY1
"
1738,1.0,"R U wasted? I'm not in New Orliens. I'm sitting at my desk. I don't know where the shuttle is & I won't b on that boat HAPPYSMILEY1
"
1739,1.0,"HAPPYSMILEY2
"
1740,1.0,"Setting up twitter so I can let everyone know what's happening when the baby comes HAPPYSMILEY2
"
1741,1.0,"is going for a pub lunch tomorrow HAPPYSMILEY1
"
1742,1.0,"nothing HAPPYSMILEY1
"
1743,1.0,"Good question HAPPYSMILEY2
"
1744,1.0,"Sleepless in Sacramento HAPPYSMILEY1
"
1745,1.0,"Setting up Twitter HAPPYSMILEY2
"
1746,1.0,"Под дождем... HAPPYSMILEY2
"
1747,1.0,"Doing the room... at last HAPPYSMILEY1
"
1748,1.0,"Is trying to have a good day! Let's hope he does! HAPPYSMILEY2
"
1749,1.0,"Time for breakfast HAPPYSMILEY1
"
1750,1.0,"learn about electricity! http://ttt.ed.voicethread.com/share/124286/ yes, i'm such a nerd.  we've already established that. HAPPYSMILEY1
"
1751,1.0,"HAPPYSMILEY1
"
1752,1.0,"still not so sure how this works... or really the point! HAPPYSMILEY1
"
1753,1.0,"Procrastinating. Do not want to do any work. Want instead to watch Big Brother. HAPPYSMILEY1
"
1754,1.0,"I'm Just a bot! Waiting to find my meaning in this twitter world HAPPYSMILEY1
"
1755,1.0,"@DaKing240 Awesome, another Daft Punk fan, huh? One More Time is a great song HAPPYSMILEY1
"
1756,1.0,"Being a lazy ass HAPPYSMILEY1
"
1757,1.0,"Just back from my first proper ride on the new road bike. Made the right decision HAPPYSMILEY2
"
1758,1.0,"still listening to music......  HAPPYSMILEY1
"
1759,1.0,"兒子出生一週了, 一切安好 HAPPYSMILEY1
"
1760,1.0,"I am doing fine... HAPPYSMILEY1
"
1761,1.0,"""We just received the first (that I saw) """"Epic Total Victory Win!!!!!!!!"""" Award HAPPYSMILEY2 Thanks @davewasson""
"
1762,1.0,"Getting ready for a walk!! HAPPYSMILEY1
"
1763,1.0,"is reading Grace Walk HAPPYSMILEY1
"
1764,1.0,"evelyn HAPPYSMILEY1
"
1765,1.0,"good morning HAPPYSMILEY1 still getting ready to got to office... ;P
"
1766,1.0,"Well....seems I'm here now HAPPYSMILEY1
"
1767,1.0,"Working..... New company Agility International HAPPYSMILEY1 12/5/2008
"
1768,1.0,"Got it now HAPPYSMILEY1
"
1769,1.0,"Yes! We can keep in touch better now! Love you! HAPPYSMILEY1
"
1770,1.0,"Feeling much more relaxed since yesterday HAPPYSMILEY1
"
1771,1.0,"Drinking coffee HAPPYSMILEY1
"
1772,1.0,"@rowan_h Damn that 'm' key! HAPPYSMILEY1
"
1773,1.0,"Hello! I am new to Twitter HAPPYSMILEY1 We'll see how this goes...
"
1774,1.0,"time to check out Pounce HAPPYSMILEY1
"
1775,1.0,"is about to go vote && go look at a big ol' dog HAPPYSMILEY1 got a date with the irish man tonight.
"
1776,1.0,"still feeling perplexed about the twitter effect. either i'm too old, or i don't have enough cool friends HAPPYSMILEY1
"
1777,1.0,"working HAPPYSMILEY1
"
1778,1.0,"Leo is awake HAPPYSMILEY2
"
1779,1.0,"I learned a LOT at AIM Conference! HAPPYSMILEY1 So excited to try and implement some of this cool stuff...
"
1780,1.0,"wondering why I need another social network HAPPYSMILEY1
"
1781,1.0,"I'm surely writing Aaron a letter at this very moment in time HAPPYSMILEY1
"
1782,1.0,"Getting ready to go to bed HAPPYSMILEY1
"
1783,1.0,"@slan17 Privet HAPPYSMILEY1
"
1784,1.0,"HAPPYSMILEY2
"
1785,1.0,"HAPPYSMILEY1)
"
1786,1.0,"awake...but barely HAPPYSMILEY2
"
1787,1.0,"HAPPYSMILEY1
"
1788,1.0,"I'm joining twitter instead of working HAPPYSMILEY1
"
1789,1.0,"@protocol7 didn´t you help me with that problem a while ago. You should have the solution  HAPPYSMILEY2
"
1790,1.0,"Working. HAPPYSMILEY2
"
1791,1.0,"HAPPYSMILEY1
"
1792,1.0,"Following Aaron HAPPYSMILEY1
"
1793,1.0,"Dude HAPPYSMILEY2  have been aware of Twitter but didn't/don't really 'get' it. Maybe this will help!?
"
